,id,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
2622,47810062,0.86,f,0,0,Zuid,52.35186,4.88431,Private room,2,1,1,11,$288.00,1,365,t,20,49,79,315,0,0,0,,t,,,$144,$288,11%,24%,28%,$4.99,0.863013698630137,1725.6849315068494
2623,47810074,1.0,f,0,0,Zuid,52.35371,4.88281,Private room,3,1,1,14,$328.00,1,365,t,27,57,87,323,0,0,0,,t,,,$109.33,$328,11%,24%,23%,$4.99,0.8849315068493151,1906.5068493150684
2624,47810090,0.7,f,0,0,Zuid,52.35188,4.88341,Private room,3,1,1,16,$368.00,1,365,t,27,55,85,320,0,0,0,,t,,,$122.67,$368,0%,28%,27%,$4.99,0.8767123287671232,2087.328767123288
2625,47839531,0.6,f,0,0,Centrum-Oost,52.36479,4.90458,Entire home/apt,6,3,5,9,$261.00,7,180,t,0,0,0,33,5,5,0,4.6,t,0.47,,$43.5,$1827,10%,18%,25%,$4.99,0.09041095890410959,15606.972602739726
2626,47882460,0.9199999999999999,f,4,4,Zuid,52.35473,4.8824,Entire home/apt,4,1,2,12,$317.00,1,99,t,14,22,40,157,68,50,9,4.43,t,4.15,,$79.25,$317,13%,20%,20%,$4.99,0.4301369863013699,1299.027397260274
2627,47899171,0.53,t,15,15,Centrum-Oost,52.361313,4.898549,Private room,2,1,1,10,$256.00,1,1125,t,5,15,31,95,37,30,0,4.97,t,2.3,,$128,$256,7%,25%,27%,$4.99,0.2602739726027397,1035.150684931507
2628,47917082,0.89,f,1,1,Centrum-West,52.36858,4.88712,Private room,2,1,1,9,$273.00,1,365,t,7,21,44,195,93,54,1,4.68,f,5.74,,$136.5,$273,8%,18%,26%,$4.99,0.5342465753424658,1109.2602739726028
2629,47958892,0.0,f,0,0,Zuid,52.34964,4.84646,Entire home/apt,4,3,2,8,$218.00,7,14,t,0,9,9,9,0,0,0,,f,,,$54.5,$1526,10%,20%,25%,$4.99,0.024657534246575342,1089.109589041096
2630,47989069,0.79,f,0,0,Centrum-Oost,52.36334,4.90489,Entire home/apt,4,2,3,3,$195.00,7,180,t,0,0,0,33,8,7,0,4.5,t,0.63,,$48.75,$1365,6%,17%,18%,$4.99,0.09041095890410959,15382.260273972603
2631,48004432,0.53,f,0,0,Centrum-West,52.36682,4.88388,Entire home/apt,4,2,3,9,$240.00,7,180,t,5,16,31,40,13,12,3,4.38,t,1.06,,$60,$1680,8%,24%,27%,$4.99,0.1095890410958904,20365.424657534248
2632,48004711,0.61,f,0,0,Centrum-West,52.36893,4.88469,Entire home/apt,6,3,5,15,$381.00,7,180,t,7,10,30,46,9,9,1,4.56,t,0.8,,$63.5,$2667,7%,8%,13%,$4.99,0.12602739726027398,20819.013698630137
2633,48004848,0.77,f,0,0,Centrum-West,52.36964,4.88023,Entire home/apt,4,2,2,10,$196.00,7,180,t,0,2,8,217,2,2,0,5.0,t,0.26,,$49,$1372,9%,15%,19%,$4.99,0.5945205479452055,20228.931506849316
2634,48004872,1.0,f,0,0,Centrum-West,52.3789,4.88378,Entire home/apt,4,2,2,12,$229.00,7,180,t,2,7,13,239,1,0,0,4.0,t,0.08,,$57.25,$1603,9%,20%,21%,$4.99,0.6547945205479452,20333.575342465752
2635,48004925,0.78,f,0,0,Centrum-West,52.37118,4.88286,Entire home/apt,6,3,4,15,$382.00,7,180,t,5,5,5,5,3,3,0,4.67,t,0.33,,$63.67,$2674,6%,23%,26%,$4.99,0.0136986301369863,20822.945205479453
2636,48005004,1.0,f,1,1,Zuid,52.36155,4.88064,Entire home/apt,4,2,3,8,$218.00,7,180,t,2,5,13,123,3,3,1,3.67,t,0.43,,$54.5,$1526,10%,16%,15%,$4.99,0.336986301369863,20295.23287671233
2637,48005116,0.45999999999999996,f,0,0,De Pijp - Rivierenbuurt,52.35712,4.89098,Entire home/apt,7,4,7,14,$392.00,7,180,t,10,18,28,243,6,6,2,4.83,t,0.52,,$56,$2744,9%,19%,18%,$4.99,0.6657534246575343,13921.0
2638,48008046,0.7999999999999999,f,0,0,De Pijp - Rivierenbuurt,52.35708,4.89113,Entire home/apt,4,1,3,6,$177.00,7,180,t,8,15,27,255,2,2,0,5.0,t,0.31,,$44.25,$1239,7%,15%,23%,$4.99,0.6986301369863014,12926.013698630137
2639,48008092,0.94,f,0,0,De Pijp - Rivierenbuurt,52.3559,4.88948,Entire home/apt,4,1,2,3,$196.00,7,180,t,1,8,10,217,0,0,0,,t,,,$49,$1372,7%,15%,20%,$4.99,0.5945205479452055,13745.506849315068
2640,48008123,1.0,f,0,0,De Pijp - Rivierenbuurt,52.35775,4.88945,Entire home/apt,4,2,3,3,$229.00,7,180,t,1,2,7,221,5,4,1,4.4,t,0.37,,$57.25,$1603,7%,11%,21%,$4.99,0.6054794520547945,13173.575342465754
2641,48008144,0.71,f,0,0,De Pijp - Rivierenbuurt,52.35712,4.89091,Entire home/apt,4,2,3,11,$220.00,7,180,t,6,15,19,226,7,6,2,4.43,t,0.57,,$55,$1540,13%,24%,26%,$4.99,0.6191780821917808,17593.931506849316
2642,48036961,0.58,f,4,4,Centrum-West,52.3759,4.87735,Entire home/apt,4,2,4,11,$218.00,7,180,t,5,10,17,23,1,1,0,4.0,t,0.52,,$54.5,$1526,9%,16%,20%,$4.99,0.06301369863013699,20295.23287671233
2643,48037184,0.96,f,4,4,Westerpark,52.37744,4.87718,Entire home/apt,6,3,6,17,$359.00,7,180,t,6,8,15,132,2,1,0,5.0,t,0.16,,$59.83,$2513,4%,19%,28%,$4.99,0.36164383561643837,20749.424657534248
2644,48037288,0.96,f,4,4,Westerpark,52.37787,4.87558,Entire home/apt,4,1,3,11,$185.00,7,180,t,7,16,21,265,5,4,2,4.8,t,0.36,,$46.25,$1295,7%,18%,19%,$4.99,0.726027397260274,20189.76712328767
2645,48037306,0.96,f,4,4,Westerpark,52.37559,4.87567,Entire home/apt,4,2,4,7,$218.00,7,180,t,3,14,21,243,1,1,1,5.0,t,1.0,,$54.5,$1526,12%,18%,19%,$4.99,0.6657534246575343,20295.23287671233
2646,48037887,0.37,f,4,4,De Pijp - Rivierenbuurt,52.35817,4.90069,Entire home/apt,4,2,4,12,$210.00,7,180,t,6,6,19,266,4,4,0,5.0,t,0.39,,$52.5,$1470,10%,23%,31%,$4.99,0.7287671232876712,17436.890410958906
2647,48037901,0.69,f,4,4,De Pijp - Rivierenbuurt,52.35797,4.90092,Entire home/apt,4,1,2,10,$166.00,7,180,t,3,7,17,274,3,3,3,3.33,t,3.0,,$41.5,$1162,8%,15%,14%,$4.99,0.7506849315068493,17333.95890410959
2648,48037915,0.94,f,4,4,De Pijp - Rivierenbuurt,52.3584,4.90281,Entire home/apt,6,2,2,10,$340.00,7,180,t,10,17,25,283,6,6,0,4.83,t,0.75,,$56.67,$2380,11%,23%,20%,$4.99,0.7753424657534247,17747.54794520548
2649,48127625,0.82,f,0,0,Zuid,52.3601,4.88193,Private room,2,1,2,8,$241.00,1,365,t,17,44,74,347,3,3,0,4.0,t,0.28,,$120.5,$241,9%,8%,30%,$4.99,0.9506849315068493,1639.849315068493
2650,48127633,1.0,f,0,0,Zuid,52.3601,4.88193,Private room,3,1,2,9,$306.00,1,365,t,23,52,82,355,17,16,4,4.47,t,1.35,,$102,$306,7%,25%,34%,$4.99,0.9726027397260274,1906.972602739726
2651,48127644,0.6699999999999999,f,0,0,Zuid,52.3601,4.88193,Private room,2,1,1,6,$241.00,1,365,t,15,45,75,343,38,36,1,4.45,t,2.96,,$120.5,$241,9%,13%,22%,$4.99,0.9397260273972603,1639.849315068493
2652,48127657,0.62,f,0,0,Zuid,52.3601,4.88193,Private room,3,1,2,7,$306.00,1,1125,t,22,49,79,352,4,4,0,5.0,t,0.38,,$102,$306,4%,24%,18%,$4.99,0.9643835616438357,1906.972602739726
2653,48127663,0.64,f,0,0,Zuid,52.3601,4.88193,Private room,4,1,2,14,$371.00,1,365,t,18,35,62,335,13,5,0,4.77,t,0.98,,$92.75,$371,3%,14%,16%,$4.99,0.9178082191780822,2174.095890410959
2654,48127669,0.42000000000000004,f,0,0,Zuid,52.3601,4.88193,Private room,2,1,1,12,$256.00,1,365,t,20,50,80,352,5,4,0,5.0,t,0.38,,$128,$256,7%,21%,25%,$4.99,0.9643835616438357,1701.4931506849316
2655,48127714,1.0,t,0,0,Centrum-West,52.37888,4.89217,Private room,4,1,2,14,$402.00,1,365,t,0,0,0,62,0,0,0,,t,,,$100.5,$402,11%,16%,23%,$10.99,0.16986301369863013,2362.6164383561645
2656,48127716,1.0,t,0,0,Centrum-West,52.37888,4.89217,Private room,3,1,2,10,$345.00,1,365,t,0,0,0,62,1,0,0,5.0,t,0.08,,$115,$345,8%,19%,22%,$4.99,0.16986301369863013,2103.6575342465753
2657,48127717,0.8999999999999999,t,0,0,Centrum-West,52.37888,4.89217,Hotel room,2,1,1,16,$308.00,1,365,t,0,0,0,62,4,1,0,4.75,t,0.31,,$154,$308,9%,16%,34%,$4.99,0.16986301369863013,1989.6986301369864
2658,48127726,0.96,t,0,0,Centrum-West,52.37888,4.89217,Private room,2,1,1,15,$260.00,1,365,t,0,0,0,62,43,32,0,4.56,t,3.06,,$130,$260,12%,28%,24%,$4.99,0.16986301369863013,1852.7534246575342
2659,48127732,0.87,t,0,0,Centrum-West,52.37888,4.89217,Hotel room,2,1,1,5,$279.00,1,365,t,0,0,0,62,0,0,0,,t,,,$139.5,$279,15%,30%,24%,$4.99,0.16986301369863013,1902.5068493150684
2660,48153670,1.0,f,0,0,Westerpark,52.38291,4.87211,Entire home/apt,2,1,1,7,$150.00,7,30,t,2,14,14,14,1,1,0,5.0,f,0.7,,$75,$1050,7%,14%,18%,$4.99,0.038356164383561646,751.7534246575342
2661,48202921,0.32,f,1,1,Bos en Lommer,52.37628,4.8604,Entire home/apt,3,1,1,8,$225.00,3,14,t,0,0,0,0,6,6,0,4.5,f,0.66,,$75,$675,11%,20%,22%,$4.99,0.0,1125.0
2662,48220980,0.88,f,1,1,Centrum-West,52.36869,4.88795,Private room,3,1,2,4,$251.00,1,365,t,6,15,36,176,49,44,2,4.51,f,3.26,,$83.67,$251,5%,10%,24%,$4.99,0.4821917808219178,1025.945205479452
2663,48306436,0.7,t,0,0,Centrum-West,52.37497,4.88113,Private room,2,1,1,4,$155.00,3,1125,t,6,11,25,38,31,30,9,5.0,f,2.0,,$77.5,$465,8%,15%,20%,$4.99,0.10410958904109589,791.6986301369863
2664,48362375,0.5,f,1,1,De Baarsjes - Oud-West,52.36104,4.87492,Entire home/apt,5,4,5,13,$397.00,7,60,t,0,4,7,7,0,0,0,,f,,,$79.4,$2779,7%,19%,24%,$4.99,0.019178082191780823,1985.0
2665,48559369,0.5,f,0,0,Centrum-Oost,52.36272,4.89931,Private room,2,1,2,9,$146.00,2,1125,t,0,10,33,297,11,10,0,4.36,f,0.85,,$73,$292,6%,17%,19%,$4.99,0.8136986301369863,703.3424657534247
2666,48567496,0.29,f,0,0,Westerpark,52.37389,4.87324,Entire home/apt,2,1,1,9,$124.00,7,1125,t,0,0,0,116,0,0,0,,f,,,$62,$868,7%,14%,17%,$4.99,0.3178082191780822,537.068493150685
2667,48583776,,f,1,1,Westerpark,52.38079,4.87371,Entire home/apt,4,1,1,20,$395.00,4,30,t,12,42,70,70,0,0,0,,f,,,$98.75,$1580,9%,23%,16%,$4.99,0.1917808219178082,1975.0
2668,48636182,0.44,f,1,1,Geuzenveld - Slotermeer,52.37611,4.82074,Entire home/apt,4,3,3,16,$335.00,3,1125,t,7,7,7,7,3,3,1,5.0,f,0.31,,$83.75,$1005,9%,19%,22%,$4.99,0.019178082191780823,1748.4246575342465
2669,48697718,0.9,f,0,0,Osdorp,52.362003,4.797712,Private room,2,1,1,8,$61.00,2,7,t,2,6,20,20,0,0,0,,f,,,$30.5,$122,5%,11%,16%,$2.99,0.0547945205479452,314.93150684931504
2670,48708182,1.0,t,1,1,Oostelijk Havengebied - Indische Buurt,52.36443,4.93467,Entire home/apt,2,1,1,1,$139.00,2,1125,t,1,7,7,11,10,10,2,5.0,f,0.91,,$69.5,$278,7%,11%,22%,$4.99,0.030136986301369864,716.6438356164383
2671,48714757,0.75,f,1,1,Oud-Oost,52.35591,4.91813,Entire home/apt,4,2,2,1,$75.00,7,365,t,0,0,0,0,1,1,0,5.0,f,0.11,,$18.75,$525,5%,9%,16%,$4.99,0.0,409.4109589041096
2672,48778366,0.43,f,1,1,Bijlmer-Oost,52.32806,4.97717,Entire home/apt,4,2,2,9,$220.00,3,15,t,2,2,2,15,2,2,1,5.0,f,1.71,,$55,$660,9%,23%,26%,$4.99,0.0410958904109589,1009.8630136986301
2673,48818438,0.6,f,2,2,De Baarsjes - Oud-West,52.37231,4.85748,Private room,2,1,1,5,$111.00,3,30,t,3,8,20,20,14,14,1,4.79,f,1.53,,$55.5,$333,7%,18%,16%,$4.99,0.0547945205479452,555.1232876712329
2674,48945665,0.41000000000000003,f,1,1,De Pijp - Rivierenbuurt,52.34487,4.89883,Entire home/apt,4,2,2,7,$130.00,3,30,t,0,0,0,0,6,6,0,4.83,f,0.64,,$32.5,$390,7%,17%,22%,$4.99,0.0,843.2465753424658
2675,48947535,1.0,t,13,13,Centrum-West,52.37616,4.8911,Entire home/apt,4,4,4,13,$336.00,7,1125,t,4,9,23,77,3,3,0,5.0,t,0.26,,$84,$2352,8%,15%,29%,$4.99,0.21095890410958903,2618.150684931507
2676,48949401,1.0,f,34,34,Westerpark,52.39448,4.87636,Entire home/apt,2,1,1,6,$210.00,3,120,t,10,21,51,176,37,33,2,4.35,t,2.61,,$105,$630,4%,26%,16%,$4.99,0.4821917808219178,1084.849315068493
2677,48949415,1.0,f,34,34,Westerpark,52.39403,4.87741,Entire home/apt,2,1,1,7,$216.00,3,120,t,17,38,68,193,72,66,2,4.72,t,5.37,,$108,$648,9%,19%,22%,$4.99,0.5287671232876713,1145.013698630137
2678,48985640,0.89,f,0,0,Westerpark,52.3807,4.87039,Entire home/apt,4,1,1,2,$60.00,2,1125,t,27,54,54,54,6,6,0,4.28,f,0.64,,$15,$120,6%,10%,15%,$2.99,0.14794520547945206,445.4109589041096
2679,49008373,0.97,t,0,0,Oud-Noord,52.39203,4.93104,Private room,4,1,2,6,$150.00,3,20,t,10,13,23,192,26,26,0,4.96,t,2.65,,$37.5,$450,8%,20%,16%,$4.99,0.5260273972602739,750.0
2680,49051706,1.0,t,1,1,Slotervaart,52.36208,4.84491,Private room,1,1,1,1,$75.00,5,14,t,1,1,3,123,7,7,2,4.71,f,1.15,,$75,$375,5%,14%,15%,$4.99,0.336986301369863,357.013698630137
2681,49052116,1.0,t,1,1,Slotervaart,52.36374,4.84491,Private room,1,1,1,1,$70.00,5,14,t,3,16,16,99,5,5,2,4.79,f,0.55,,$70,$350,6%,10%,15%,$2.99,0.27123287671232876,330.1506849315069
2682,49052224,1.0,f,0,0,Noord-Oost,52.40286,4.9295,Entire home/apt,4,3,5,16,$470.00,3,30,t,0,0,0,0,0,0,0,,t,,,$117.5,$1410,13%,8%,19%,$10.99,0.0,2350.0
2683,49119460,0.91,f,7,7,Centrum-West,52.37466,4.88055,Entire home/apt,4,2,2,11,$228.00,4,180,t,9,9,9,9,22,21,2,4.45,t,1.68,,$57,$912,8%,24%,18%,$4.99,0.024657534246575342,1056.3150684931506
2684,49120098,1.0,f,0,0,Noord-Oost,52.39026,4.99454,Entire home/apt,4,3,4,12,$250.00,4,25,t,0,0,0,0,3,2,0,5.0,t,0.23,,$62.5,$1000,11%,19%,29%,$4.99,0.0,1250.0
2685,49156450,0.16,f,0,0,De Baarsjes - Oud-West,52.36056,4.85429,Entire home/apt,4,1,2,5,$140.00,5,1125,t,0,3,15,24,0,0,0,,f,,,$35,$700,7%,19%,17%,$4.99,0.06575342465753424,708.4931506849315
2686,49193866,0.5900000000000001,f,0,0,De Pijp - Rivierenbuurt,52.34628,4.89896,Entire home/apt,2,1,1,9,$155.00,6,6,t,3,10,10,10,2,1,0,5.0,f,0.15,,$77.5,$930,7%,16%,18%,$4.99,0.0273972602739726,765.8493150684932
2687,49207726,0.91,t,0,0,Centrum-Oost,52.362278,4.892759,Private room,2,1,2,11,$210.00,3,39,t,1,14,28,262,32,32,4,4.97,t,3.2,,$105,$630,10%,26%,26%,$4.99,0.7178082191780822,1050.0821917808219
2688,49318854,0.56,f,1,1,Noord-West,52.41704,4.90011,Entire home/apt,6,4,5,1,$135.00,4,13,t,0,2,10,10,3,3,0,5.0,f,0.28,,$22.5,$540,7%,13%,20%,$4.99,0.0273972602739726,682.986301369863
2689,49342367,0.46,f,3,3,De Baarsjes - Oud-West,52.36633,4.85715,Entire home/apt,2,2,1,2,$60.00,7,30,t,0,0,6,6,6,6,0,4.57,f,0.5,,$30,$420,3%,11%,15%,$2.99,0.01643835616438356,413.06849315068496
2690,49357760,0.0,f,1,1,Zuid,52.35401,4.8652,Entire home/apt,6,3,4,15,$225.00,5,7,t,0,0,0,7,0,0,0,,f,,,$37.5,$1125,7%,12%,24%,$4.99,0.019178082191780823,1132.1917808219177
2691,49375834,0.13,f,8,8,Centrum-West,52.37676,4.89456,Private room,2,1,1,9,$242.00,1,30,t,11,26,51,318,86,83,8,4.63,t,6.53,,$121,$242,7%,23%,25%,$4.99,0.8712328767123287,1234.1917808219177
2692,49434019,0.0,f,2,2,De Baarsjes - Oud-West,52.35961,4.85846,Entire home/apt,3,2,2,7,$200.00,5,45,t,0,0,0,0,1,1,0,5.0,f,0.09,,$66.67,$1000,8%,19%,25%,$4.99,0.0,1000.0
2693,49473308,0.84,f,8,8,Centrum-West,52.37876,4.89263,Private room,2,1,1,7,$255.00,1,360,t,18,48,78,353,72,72,8,4.61,t,6.43,,$127.5,$255,12%,17%,23%,$4.99,0.9671232876712329,1299.972602739726
2694,49473475,0.5900000000000001,f,8,8,Centrum-West,52.37673,4.8937,Private room,2,1,1,10,$294.00,1,360,t,16,42,70,342,24,22,1,4.63,t,1.82,,$147,$294,2%,9%,21%,$4.99,0.936986301369863,1494.8082191780823
2695,49473555,0.9,f,8,8,Centrum-West,52.3788,4.8941,Private room,2,1,2,11,$242.00,1,360,t,5,11,30,282,22,20,0,4.68,t,1.68,,$121,$242,10%,25%,21%,$4.99,0.7726027397260274,1234.1917808219177
2696,49473612,0.9,f,8,8,Centrum-West,52.37816,4.89427,Private room,2,1,2,6,$255.00,1,360,t,17,44,74,344,247,237,12,4.63,t,18.53,,$127.5,$255,11%,22%,21%,$4.99,0.9424657534246575,1299.972602739726
2697,49473717,0.84,f,8,8,Centrum-West,52.37847,4.89264,Private room,2,1,2,2,$294.00,1,360,t,18,48,78,353,14,13,3,4.57,t,1.09,,$147,$294,13%,15%,23%,$4.99,0.9671232876712329,1494.8082191780823
2698,49473775,1.0,f,8,8,Centrum-West,52.37678,4.89456,Private room,3,1,3,13,$358.00,1,360,t,15,31,61,336,104,101,10,4.63,t,7.8,,$119.33,$358,9%,27%,25%,$4.99,0.9205479452054794,1820.1917808219177
2699,49478598,1.0,t,1,1,IJburg - Zeeburgereiland,52.35712,5.00094,Private room,2,2,3,6,$159.00,4,99,t,0,0,0,0,14,14,0,4.93,f,1.42,,$79.5,$636,9%,16%,21%,$4.99,0.0,795.0
2700,49508887,0.73,f,0,0,De Baarsjes - Oud-West,52.36501,4.86101,Entire home/apt,4,2,2,3,$104.00,3,50,t,0,0,0,0,7,7,1,4.86,f,0.7,,$26,$312,7%,15%,15%,$4.99,0.0,698.2191780821918
2701,49560108,0.21,f,1,1,De Pijp - Rivierenbuurt,52.35293,4.90179,Entire home/apt,2,1,1,4,$136.00,28,1125,t,0,3,3,29,2,2,0,5.0,f,0.19,,$68,$3808,7%,15%,17%,$4.99,0.07945205479452055,678.4931506849315
2702,49604175,0.5800000000000001,f,1,1,Centrum-Oost,52.36121,4.90353,Entire home/apt,4,3,3,15,$289.00,3,21,t,0,4,11,11,6,6,0,5.0,f,0.56,,$72.25,$867,10%,18%,20%,$4.99,0.030136986301369864,1480.6164383561643
2703,49604781,0.6499999999999999,f,1,1,Centrum-West,52.375504,4.882844,Private room,2,1,1,7,$130.00,1,1125,t,0,3,33,307,41,36,0,4.07,f,3.17,,$65,$130,9%,12%,17%,$4.99,0.8410958904109589,580.3424657534247
2704,49607025,0.63,f,0,0,De Baarsjes - Oud-West,52.36463,4.87169,Entire home/apt,2,1,1,9,$164.00,4,1125,t,0,0,0,0,4,4,0,5.0,f,0.47,,$82,$656,6%,21%,18%,$4.99,0.0,800.4109589041096
2705,49688654,0.0,f,1,1,Zuid,52.34706,4.86147,Entire home/apt,2,1,1,3,$107.00,4,365,t,0,22,22,22,5,4,0,4.8,f,0.4,,$53.5,$428,7%,14%,19%,$4.99,0.06027397260273973,615.1917808219179
2706,49698277,0.89,f,1,1,Centrum-Oost,52.36212,4.90231,Entire home/apt,2,1,1,1,$95.00,4,1125,t,0,0,0,0,4,4,0,5.0,t,0.36,,$47.5,$380,6%,13%,15%,$4.99,0.0,543.2602739726027
2707,49700139,0.6,f,0,0,Zuid,52.35755,4.86189,Private room,4,2,4,9,$212.00,4,1125,t,6,24,49,78,3,3,0,4.33,t,0.26,,$53,$848,7%,18%,30%,$4.99,0.2136986301369863,1212.6712328767123
2708,49720365,0.8500000000000001,f,7,7,Centrum-West,52.37583,4.88193,Entire home/apt,4,2,2,6,$132.00,5,250,t,2,3,4,4,3,3,0,4.33,t,0.26,,$33,$660,8%,21%,18%,$4.99,0.010958904109589041,711.7671232876712
2709,49725678,0.99,f,4,4,Oud-Oost,52.35574,4.91184,Private room,2,1,1,13,$317.00,1,365,t,27,57,86,350,0,0,0,,t,,,$158.5,$317,6%,16%,24%,$4.99,0.958904109589041,1100.945205479452
2710,49739955,1.0,f,7,7,Oud-Oost,52.35803,4.93127,Private room,2,1,2,7,$185.00,1,360,t,21,49,79,354,170,170,1,4.52,t,14.53,,$92.5,$185,8%,21%,20%,$4.99,0.9698630136986301,1081.150684931507
2711,49769129,0.0,f,0,0,Westerpark,52.380547,4.877465,Entire home/apt,4,2,2,15,$250.00,3,1125,t,0,0,0,0,1,0,0,5.0,f,0.08,,$62.5,$750,6%,19%,23%,$4.99,0.0,1250.0
2712,49788706,0.89,f,0,0,De Baarsjes - Oud-West,52.35747,4.85608,Entire home/apt,2,1,2,4,$180.00,15,30,t,0,0,0,0,4,4,0,5.0,f,0.38,,$90,$2700,8%,12%,18%,$4.99,0.0,900.0
2713,49820524,0.30000000000000004,f,9,9,Centrum-West,52.38461,4.89541,Private room,3,2,3,4,$159.00,3,1125,t,14,31,31,31,21,21,1,4.14,t,1.91,,$53,$477,7%,18%,17%,$4.99,0.08493150684931507,520.7534246575342
2714,49821276,0.98,f,8,8,Centrum-West,52.37669,4.89305,Private room,1,1,1,9,$209.00,1,360,t,11,27,50,298,54,51,6,4.83,t,4.25,,$209,$209,11%,21%,26%,$4.99,0.8164383561643835,1065.150684931507
2715,49833858,0.77,f,9,9,Centrum-West,52.38394,4.89366,Private room,3,2,1,5,$142.00,3,1125,t,11,30,30,30,17,17,4,4.47,t,1.61,,$47.33,$426,6%,13%,20%,$4.99,0.0821917808219178,518.013698630137
2716,49843448,0.96,f,9,9,Centrum-West,52.38403,4.89341,Private room,3,1,3,6,$168.00,3,1125,t,14,24,24,24,31,29,2,4.74,t,2.46,,$56,$504,6%,16%,18%,$4.99,0.06575342465753424,563.2191780821918
2717,49846930,0.71,f,0,0,Bos en Lommer,52.3779,4.84629,Entire home/apt,2,1,1,4,$170.00,3,1125,t,2,2,6,9,7,7,1,4.29,f,1.86,,$85,$510,8%,23%,19%,$4.99,0.024657534246575342,862.7260273972603
2718,49852379,0.65,f,0,0,Bos en Lommer,52.378273,4.858683,Entire home/apt,2,1,1,3,$150.00,7,30,t,0,0,0,0,7,7,0,5.0,f,0.64,,$75,$1050,8%,23%,22%,$4.99,0.0,752.054794520548
2719,49880596,,f,0,0,Westerpark,52.38351,4.88055,Entire home/apt,4,4,5,5,$200.00,3,30,t,0,0,0,0,4,4,0,4.75,f,0.37,,$50,$600,6%,23%,31%,$4.99,0.0,1000.0
2720,49882262,0.87,f,0,0,Oud-Oost,52.3507,4.91793,Entire home/apt,2,1,1,4,$90.00,3,15,t,0,0,0,0,10,9,1,5.0,f,0.81,,$45,$270,5%,11%,16%,$4.99,0.0,667.4657534246576
2721,49892420,0.79,f,0,0,De Baarsjes - Oud-West,52.36649,4.85447,Entire home/apt,4,2,3,4,$150.00,3,30,t,1,7,7,7,5,5,0,4.8,f,0.43,,$37.5,$450,7%,13%,20%,$4.99,0.019178082191780823,765.7534246575342
2722,49898432,1.0,f,0,0,Westerpark,52.38121,4.8699,Entire home/apt,2,1,1,7,$105.00,4,7,t,0,0,0,0,5,5,1,4.8,t,0.52,,$52.5,$420,8%,23%,19%,$4.99,0.0,530.6712328767123
2723,49904641,0.79,f,0,0,Centrum-Oost,52.36607,4.89231,Entire home/apt,4,2,2,17,$377.00,7,1125,t,6,15,36,311,7,7,0,4.71,t,0.7,,$94.25,$2639,1%,14%,26%,$4.99,0.852054794520548,2159.8082191780823
2724,49940021,1.0,f,7,7,Oud-Oost,52.35832,4.92962,Private room,2,1,1,11,$201.00,1,360,t,17,47,77,352,21,19,0,4.14,t,1.66,,$100.5,$201,8%,17%,23%,$4.99,0.9643835616438357,1166.6849315068494
2725,49940100,1.0,f,7,7,Oud-Oost,52.35647,4.93132,Private room,2,1,1,8,$213.00,1,360,t,12,28,54,328,2,2,0,5.0,t,0.17,,$106.5,$213,10%,19%,28%,$4.99,0.8986301369863013,1242.4246575342465
2726,49940198,1.0,f,7,7,Oud-Oost,52.35674,4.92967,Private room,2,1,1,12,$226.00,1,360,t,13,42,70,345,3,1,0,3.67,t,0.24,,$113,$226,9%,18%,25%,$4.99,0.9452054794520548,1317.7123287671234
2727,49940274,1.0,f,7,7,Oud-Oost,52.35874,4.93014,Private room,3,1,2,10,$293.00,1,360,t,5,17,30,297,8,6,0,4.13,t,0.65,,$97.67,$293,4%,16%,25%,$4.99,0.8136986301369863,1705.4794520547946
2728,49940338,1.0,f,7,7,Oud-Oost,52.35829,4.93149,Private room,2,1,1,12,$232.00,1,360,t,13,38,66,338,3,3,0,3.67,t,0.27,,$116,$232,9%,22%,24%,$4.99,0.9260273972602739,1350.3835616438357
2729,49940408,1.0,f,7,7,Oud-Oost,52.35717,4.92922,Private room,2,1,2,5,$247.00,1,360,t,15,27,47,322,2,2,0,4.5,t,0.17,,$123.5,$247,11%,16%,25%,$4.99,0.8821917808219178,1436.13698630137
2730,49963170,1.0,f,1,1,De Baarsjes - Oud-West,52.36755,4.87358,Entire home/apt,2,1,1,1,$112.00,3,1125,t,0,0,0,0,3,3,0,5.0,t,0.26,,$56,$336,7%,12%,18%,$4.99,0.0,560.0
2731,50021981,0.88,t,8,8,Westerpark,52.38503,4.87922,Entire home/apt,2,1,1,3,$89.00,3,1125,t,0,0,0,155,20,20,2,4.85,f,1.99,,$44.5,$267,6%,12%,14%,$4.99,0.4246575342465753,460.26027397260276
2732,50068082,1.0,f,0,0,De Baarsjes - Oud-West,52.36932,4.86704,Entire home/apt,4,2,4,5,$68.00,18,30,t,0,0,0,0,1,1,0,4.49,t,0.1,,$17,$1224,5%,16%,16%,$2.99,0.0,384.3835616438356
